id,home_team_win
0,True
1,False
2,True
3,False
4,False
5,False
6,True
7,False
8,False
9,True
10,True
11,True
12,True
13,True
14,True
15,False
16,True
17,True
18,True
19,False
20,True
21,False
22,True
23,True
24,False
25,True
26,False
27,True
28,False
29,True
30,True
31,False
32,True
33,True
34,True
35,True
36,True
37,True
38,False
39,False
40,True
41,True
42,False
43,True
44,True
45,False
46,True
47,True
48,True
49,True
50,True
51,True
52,False
53,False
54,False
55,True
56,True
57,False
58,True
59,True
60,False
61,True
62,False
63,True
64,False
65,True
66,False
67,True
68,True
69,True
70,False
71,True
72,True
73,False
74,False
75,True
76,True
77,True
78,False
79,False
80,False
81,False
82,True
83,False
84,False
85,False
86,True
87,True
88,True
89,True
90,True
91,True
92,True
93,True
94,False
95,False
96,False
97,True
98,False
99,True
100,True
101,True
102,False
103,True
104,True
105,True
106,True
107,True
108,False
109,True
110,False
111,True
112,True
113,False
114,False
115,False
116,True
117,False
118,True
119,False
120,True
121,False
122,True
123,False
124,True
125,True
126,False
127,True
128,True
129,True
130,False
131,True
132,False
133,True
134,False
135,False
136,False
137,True
138,True
139,False
140,False
141,True
142,False
143,True
144,True
145,True
146,True
147,False
148,False
149,False
150,True
151,False
152,True
153,False
154,True
155,True
156,False
157,True
158,False
159,False
160,True
161,True
162,False
163,True
164,False
165,True
166,True
167,False
168,True
169,True
170,True
171,True
172,True
173,True
174,False
175,True
176,True
177,True
178,True
179,True
180,False
181,False
182,True
183,False
184,True
185,False
186,False
187,True
188,True
189,True
190,False
191,True
192,False
193,True
194,True
195,False
196,True
197,True
198,False
199,False
200,True
201,True
202,False
203,True
204,True
205,True
206,False
207,True
208,False
209,False
210,False
211,False
212,True
213,True
214,True
215,True
216,True
217,True
218,False
219,True
220,False
221,True
222,False
223,True
224,False
225,False
226,False
227,True
228,True
229,False
230,True
231,True
232,True
233,True
234,True
235,True
236,False
237,True
238,False
239,True
240,True
241,False
242,True
243,True
244,False
245,True
246,True
247,True
248,False
249,False
250,True
251,False
252,True
253,False
254,True
255,True
256,True
257,False
258,True
259,False
260,False
261,False
262,True
263,True
264,False
265,True
266,True
267,True
268,True
269,True
270,True
271,True
272,True
273,False
274,True
275,False
276,True
277,True
278,False
279,True
280,False
281,True
282,True
283,True
284,True
285,False
286,True
287,True
288,False
289,False
290,True
291,True
292,False
293,False
294,True
295,False
296,False
297,True
298,True
299,True
300,True
301,True
302,True
303,True
304,True
305,True
306,True
307,False
308,True
309,False
310,False
311,False
312,False
313,True
314,False
315,True
316,True
317,True
318,True
319,True
320,True
321,False
322,False
323,False
324,False
325,True
326,False
327,True
328,False
329,True
330,False
331,False
332,True
333,True
334,False
335,True
336,False
337,True
338,False
339,True
340,True
341,True
342,True
343,True
344,False
345,False
346,True
347,True
348,True
349,True
350,False
351,True
352,True
353,True
354,True
355,True
356,False
357,False
358,True
359,False
360,True
361,False
362,False
363,True
364,True
365,False
366,False
367,True
368,True
369,True
370,True
371,True
372,False
373,False
374,False
375,True
376,False
377,False
378,True
379,False
380,True
